,ADDRESS,CITY,URL,LATITUDE,LONGITUDE,LOCATION,travel_time,travel_cost
151,22592 Pearl Ave,Hayward,http://www.redfin.com/CA/Hayward/22592-Pearl-Ave-94541/home/954531,37.6839854,-122.0645467,"37.6839854,-122.0645467",,
152,4431 Penniman Ave,Oakland,http://www.redfin.com/CA/Oakland/4431-Penniman-Ave-94619/home/559924,37.782515000000004,-122.19945849999999,"37.782515000000004,-122.19945849999999",,
153,10633 PEARMAIN St,Oakland,http://www.redfin.com/CA/Oakland/10633-Pearmain-St-94603/home/1727606,37.7335425,-122.1757358,"37.7335425,-122.1757358",,
154,2726 60Th Ave,Oakland,http://www.redfin.com/CA/Oakland/2726-60th-Ave-94605/home/1363222,37.772038200000004,-122.1878417,"37.772038200000004,-122.1878417",,
155,669 Catron Dr,Oakland,http://www.redfin.com/CA/Oakland/669-Catron-Dr-94603/home/1290037,37.7284085,-122.1720107,"37.7284085,-122.1720107",,
156,2922 Parker Ave,Oakland,http://www.redfin.com/CA/Oakland/2922-Parker-Ave-94605/home/1963068,37.7672261,-122.1659348,"37.7672261,-122.1659348",,
157,4344 Overend Ave,Richmond,http://www.redfin.com/CA/Richmond/4344-Overend-Ave-94804/home/1881353,37.9260938,-122.3283113,"37.9260938,-122.3283113",,
158,2757 106thh,Oakland,http://www.redfin.com/CA/Oakland/2757-106th-Ave-94605/home/1843763,37.744493799999994,-122.1502669,"37.744493799999994,-122.1502669",,
159,1749 24Th Ave,Oakland,http://www.redfin.com/CA/Oakland/1749-24th-Ave-94601/home/909190,37.7857576,-122.23146470000002,"37.7857576,-122.23146470000002",,
160,24203 2nd St,Hayward,http://www.redfin.com/CA/Hayward/24203-2nd-St-94541/home/168818738,37.669989,-122.07225700000001,"37.669989,-122.07225700000001",,
161,24205 2nd St,Hayward,http://www.redfin.com/CA/Hayward/24205-2nd-St-94541/home/168818739,37.669949,-122.072177,"37.669949,-122.072177",,
162,24211 2nd St,Hayward,http://www.redfin.com/CA/Hayward/24211-2nd-St-94541/home/168818742,37.669828,-122.07193500000001,"37.669828,-122.07193500000001",,
163,24215 2nd St,Hayward,http://www.redfin.com/CA/Hayward/24215-2nd-St-94541/home/168818744,37.669748,-122.071774,"37.669748,-122.071774",,
164,Plan 3,Hayward,http://www.redfin.com/CA/Hayward/Parkside-Heights/Plan-3/home/169892129,37.6698066,-122.07297379999999,"37.6698066,-122.07297379999999",,
165,Plan 2,Hayward,http://www.redfin.com/CA/Hayward/Parkside-Heights/Plan-2/home/169958594,37.6698066,-122.07297379999999,"37.6698066,-122.07297379999999",,
166,Plan 1,Hayward,http://www.redfin.com/CA/Hayward/Parkside-Heights/Plan-1/home/169958596,37.6698066,-122.07297379999999,"37.6698066,-122.07297379999999",,
167,Infinity 1000,San Francisco,http://www.redfin.com/CA/San-Francisco/Gaia-Homes/Infinity-1000/home/169599461,37.798864,-122.43771699999999,"37.798864,-122.43771699999999",18 mins,$4.50
168,Orion 1200,San Francisco,http://www.redfin.com/CA/San-Francisco/Gaia-Homes/Orion-1200/home/169599460,37.798864,-122.43771699999999,"37.798864,-122.43771699999999",18 mins,$4.50
169,Newport Residence 2,Newark,http://www.redfin.com/CA/Newark/Compass-Bay/Newport-Residence-2/home/171821108,37.518159999999995,-122.054325,"37.518159999999995,-122.054325",,
170,Atlantis 975,San Francisco,http://www.redfin.com/CA/San-Francisco/Gaia-Homes/Atlantis-975/home/169599462,37.798864,-122.43771699999999,"37.798864,-122.43771699999999",18 mins,$4.50
171,Savannah 875,San Francisco,http://www.redfin.com/CA/San-Francisco/Gaia-Homes/Savannah-875/home/169599463,37.798864,-122.43771699999999,"37.798864,-122.43771699999999",18 mins,$4.50
172,Stellar 820,San Francisco,http://www.redfin.com/CA/San-Francisco/Gaia-Homes/Stellar-820/home/169599464,37.798864,-122.43771699999999,"37.798864,-122.43771699999999",18 mins,$4.50
173,Residence 3 WLH,Richmond,http://www.redfin.com/CA/Richmond/Rows-at-NOMA/Residence-3-WLH/home/170540836,37.920715,-122.35547700000001,"37.920715,-122.35547700000001",,
174,Plan 5 WLH,Hayward,http://www.redfin.com/CA/Hayward/SoHay-Line/Plan-5-WLH/home/170540844,37.632475,-122.049066,"37.632475,-122.049066",1 hour 4 mins,$6.25
175,Plan 3 Modeled,Hayward,http://www.redfin.com/CA/Hayward/Motion-at-Mission-Crossing/Plan-3-Modeled/home/169130505,37.6478013,-122.06487959999998,"37.6478013,-122.06487959999998",,
176,4387 Gem Ave,Castro Valley,http://www.redfin.com/CA/Castro-Valley/4387-Gem-Ave-94546/home/827610,37.6975806,-122.0591973,"37.6975806,-122.0591973",,
